year,month,state_and_area,tot_employed,percent_of_population,tot_unemployed,unemployment_Rate
2020,Feb,Hawaii,"673,337",59.9,"15,081",2.2
2020,Feb,Idaho,"875,315",62.3,"25,119",2.8
2020,Feb,Illinois,"6,255,066",61.8,"250,421",3.8
2020,Feb,Indiana,"3,280,551",62.1,"115,009",3.4
2020,Feb,Iowa,"1,681,760",67.4,"45,199",2.6
2020,Feb,Kansas,"1,458,276",64.9,"49,179",3.3
2020,Feb,Kentucky,"1,978,980",56.2,"85,341",4.1
2020,Feb,Louisiana,"1,990,004",55.5,"98,178",4.7
2020,Feb,Maine,"673,167",59.9,"22,340",3.2
2020,Feb,Maryland,"3,247,302",66.8,"117,385",3.5
2020,Feb,Massachusetts,"3,687,342",64.2,"106,590",2.8
2020,Feb,Michigan,"4,753,232",59,"187,291",3.8
2020,Feb,Minnesota,"3,018,477",67.5,"110,126",3.5
2020,Feb,Mississippi,"1,201,565",52.7,"73,531",5.8
2020,Feb,Missouri,"2,983,721",61.8,"104,154",3.4
2020,Feb,Montana,"529,066",61.4,"19,296",3.5
2020,Feb,Nebraska,"1,020,296",68,"31,788",3
2020,Feb,Nevada,"1,499,482",61.5,"68,517",4.4
2020,Feb,New Hampshire,"757,610",66.7,"20,158",2.6
2020,Feb,New Jersey,"4,553,129",61.7,"192,367",4.1
2020,Feb,New Mexico,"908,745",55,"50,531",5.3
2020,Feb,New York,"9,482,072",58.4,"406,674",4.1
2020,Feb,New York city,"4,093,110",57.7,"183,080",4.3
2020,Feb,North Carolina,"4,824,639",58.9,"190,670",3.8
2020,Feb,North Dakota,"401,870",67.6,"9,050",2.2
2020,Feb,Ohio,"5,647,645",60.6,"269,967",4.6
2020,Feb,Oklahoma,"1,777,580",58.7,"57,986",3.2
2020,Feb,Oregon,"2,013,968",58.8,"74,806",3.6
2020,Feb,Pennsylvania,"6,249,855",59.9,"308,541",4.7
2020,Feb,Rhode Island,"553,279",61.8,"21,014",3.7
2020,Feb,South Carolina,"2,254,742",55.8,"68,240",2.9
2020,Feb,South Dakota,"452,047",67.1,"11,716",2.5
2020,Feb,Tennessee,"3,217,481",59.2,"115,935",3.5
2020,Feb,Texas,"13,544,117",61.6,"499,906",3.6
2020,Feb,Utah,"1,595,056",66.5,"40,445",2.5
2020,Feb,Vermont,"343,765",64.4,"7,777",2.2
2020,Feb,Virginia,"4,301,256",63.7,"130,436",2.9
2020,Feb,Washington,"3,823,597",62.9,"151,851",3.8
2020,Feb,West Virginia,"754,670",52.1,"42,067",5.3
2020,Feb,Wisconsin,"2,995,950",63.9,"92,506",3
2020,Feb,Wyoming,"281,045",62.6,"13,854",4.7
2020,Mar,Alabama,"2,181,563",55.2,"75,627",3.4
2020,Mar,Alaska,"332,470",61.1,"19,306",5.5
2020,Mar,Arizona,"3,300,867",58.7,"170,629",4.9
2020,Mar,Arkansas,"1,303,311",55.7,"67,110",4.9
2020,Mar,California,"18,214,858",58.6,"1,064,166",5.5
2020,Mar,Los Angeles County,"4,688,915",58.3,"308,079",6.2
2020,Mar,Colorado,"3,028,141",66.4,"103,732",3.3
2020,Mar,Connecticut,"1,856,382",63.7,"75,185",3.9
2020,Mar,Delaware,"461,818",58.4,"24,463",5
2020,Mar,District of Columbia,"379,017",67.2,"23,042",5.7
2020,Mar,Florida,"9,779,208",56.1,"406,609",4
2020,Mar,Georgia,"5,004,093",60.5,"191,809",3.7
2020,Mar,Hawaii,"672,197",59.8,"14,853",2.2
2020,Mar,Idaho,"874,283",62.1,"24,341",2.7
2020,Mar,Illinois,"6,128,533",60.6,"325,098",5
2020,Mar,Indiana,"3,201,982",60.6,"114,948",3.5
2020,Mar,Iowa,"1,671,967",67,"44,183",2.6
2020,Mar,Kansas,"1,454,455",64.7,"48,259",3.2
2020,Mar,Kentucky,"1,970,322",55.9,"84,913",4.1
2020,Mar,Louisiana,"1,985,884",55.4,"141,549",6.7
2020,Mar,Maine,"670,338",59.6,"22,109",3.2
2020,Mar,Maryland,"3,243,118",66.7,"118,952",3.5
2020,Mar,Massachusetts,"3,663,226",63.8,"104,070",2.8
2020,Mar,Michigan,"4,730,654",58.7,"183,743",3.7
2020,Mar,Minnesota,"3,009,157",67.3,"112,603",3.6
2020,Mar,Mississippi,"1,198,039",52.6,"74,915",5.9
2020,Mar,Missouri,"2,978,541",61.7,"108,934",3.5
2020,Mar,Montana,"527,842",61.2,"18,903",3.5
2020,Mar,Nebraska,"1,011,018",67.4,"46,313",4.4
2020,Mar,Nevada,"1,429,679",58.5,"111,658",7.2
2020,Mar,New Hampshire,"753,809",66.3,"19,963",2.6
2020,Mar,New Jersey,"4,538,549",61.5,"192,654",4.1
2020,Mar,New Mexico,"892,283",53.9,"54,764",5.8
2020,Mar,New York,"9,446,108",58.2,"411,888",4.2
2020,Mar,New York city,"4,079,042",57.5,"190,771",4.5
2020,Mar,North Carolina,"4,604,557",56.2,"190,147",4
2020,Mar,North Dakota,"400,840",67.4,"10,035",2.4
2020,Mar,Ohio,"5,559,433",59.7,"276,767",4.7
2020,Mar,Oklahoma,"1,773,343",58.5,"58,808",3.2
2020,Mar,Oregon,"2,008,419",58.6,"77,173",3.7
2020,Mar,Pennsylvania,"6,221,656",59.7,"323,080",4.9
2020,Mar,Rhode Island,"549,728",61.4,"20,768",3.6
2020,Mar,South Carolina,"2,245,791",55.6,"71,028",3.1
2020,Mar,South Dakota,"451,294",67,"11,242",2.4
2020,Mar,Tennessee,"3,204,962",58.9,"117,170",3.5
2020,Mar,Texas,"13,192,514",59.9,"694,228",5
2020,Mar,Utah,"1,592,671",66.3,"40,455",2.5
2020,Mar,Vermont,"342,469",64.1,"8,745",2.5
2020,Mar,Virginia,"4,293,314",63.6,"141,692",3.2
2020,Mar,Washington,"3,752,772",61.6,"206,520",5.2
2020,Mar,West Virginia,"751,985",51.9,"42,021",5.3
2020,Mar,Wisconsin,"2,989,234",63.8,"88,622",2.9
2020,Mar,Wyoming,"279,961",62.3,"14,573",4.9
2020,Apr,Alabama,"1,894,333",47.8,"302,879",13.8
2020,Apr,Alaska,"297,837",54.7,"39,903",11.8
2020,Apr,Arizona,"2,924,473",51.9,"468,096",13.8
2020,Apr,Arkansas,"1,217,892",52,"137,037",10.1
2020,Apr,California,"15,715,696",50.3,"3,018,611",16.1
2020,Apr,Los Angeles County,"3,964,435",49.1,"835,679",17.4
2020,Apr,Colorado,"2,674,983",58.4,"335,189",11.1
2020,Apr,Connecticut,"1,686,681",57.9,"150,729",8.2
2020,Apr,Delaware,"410,044",51.6,"61,508",13
2020,Apr,District of Columbia,"348,069",61.5,"43,900",11.2
2020,Apr,Florida,"8,168,575",46.8,"1,250,533",13.3
2020,Apr,Georgia,"4,347,117",52.4,"614,111",12.4
2020,Apr,Hawaii,"502,109",44.5,"146,355",22.6
2020,Apr,Idaho,"783,130",55.3,"103,794",11.7
2020,Apr,Illinois,"5,137,718",50.6,"1,129,154",18
2020,Apr,Indiana,"2,691,549",50.8,"542,624",16.8
2020,Apr,Iowa,"1,508,098",60.4,"183,898",10.9
2020,Apr,Kansas,"1,311,273",58.2,"185,693",12.4
2020,Apr,Kentucky,"1,707,751",48.4,"343,028",16.7
2020,Apr,Louisiana,"1,726,753",48,"268,994",13.5
2020,Apr,Maine,"593,707",52.7,"60,721",9.3
2020,Apr,Maryland,"2,921,072",59.9,"289,469",9
2020,Apr,Massachusetts,"2,889,467",50.2,"586,568",16.9
2020,Apr,Michigan,"3,537,612",43.8,"1,031,351",22.6
2020,Apr,Minnesota,"2,767,200",61.7,"267,853",8.8
2020,Apr,Mississippi,"1,020,894",44.7,"188,083",15.6
2020,Apr,Missouri,"2,600,695",53.8,"335,026",11.4
2020,Apr,Montana,"474,993",55,"64,365",11.9
2020,Apr,Nebraska,"963,257",64,"84,787",8.1
2020,Apr,Nevada,"1,020,828",41.6,"450,178",30.6
2020,Apr,New Hampshire,"628,133",55.1,"119,817",16
2020,Apr,New Jersey,"3,817,083",51.5,"669,370",14.9
2020,Apr,New Mexico,"820,897",49.4,"81,531",9
2020,Apr,New York,"7,711,204",47.3,"1,428,948",15.6
2020,Apr,New York city,"3,248,594",45.6,"471,692",12.7
2020,Apr,North Carolina,"3,979,213",48.5,"656,620",14.2
2020,Apr,North Dakota,"375,275",63.1,"35,809",8.7
2020,Apr,Ohio,"4,646,478",49.7,"910,805",16.4
2020,Apr,Oklahoma,"1,583,753",52.2,"226,105",12.5
2020,Apr,Oregon,"1,761,686",51.3,"280,473",13.7
2020,Apr,Pennsylvania,"5,339,307",51,"1,030,342",16.2
2020,Apr,Rhode Island,"448,613",50,"98,554",18
2020,Apr,South Carolina,"2,046,298",50.5,"271,601",11.7
2020,Apr,South Dakota,"422,147",62.6,"40,653",8.8
2020,Apr,Tennessee,"2,698,710",49.4,"504,818",15.8
2020,Apr,Texas,"11,617,489",52.6,"1,700,255",12.8
2020,Apr,Utah,"1,467,247",60.7,"162,505",10
2020,Apr,Vermont,"303,528",56.7,"49,506",14
2020,Apr,Virginia,"3,806,812",56.3,"517,063",12
2020,Apr,Washington,"3,377,478",55.3,"671,176",16.6
2020,Apr,West Virginia,"642,446",44.4,"119,779",15.7
2020,Apr,Wisconsin,"2,649,524",56.3,"433,266",14.1
2020,Apr,Wyoming,"273,355",60.8,"15,104",5.2
2020,May,Alabama,"2,038,561",51.5,"236,201",10.4
2020,May,Alaska,"304,530",55.9,"41,323",11.9
2020,May,Arizona,"3,060,008",54.2,"384,157",11.2
2020,May,Arkansas,"1,229,469",52.5,"119,618",8.9
2020,May,California,"15,646,706",50.1,"2,922,491",15.7
2020,May,Los Angeles County,"3,845,416",47.7,"893,052",18.8
2020,May,Colorado,"2,744,531",59.9,"360,803",11.6
2020,May,Connecticut,"1,687,056",58,"224,106",11.7
2020,May,Delaware,"429,058",54,"66,488",13.4
2020,May,District of Columbia,"346,946",62,"33,286",8.8
2020,May,Florida,"8,704,588",49.8,"1,434,372",14.1
2020,May,Georgia,"4,575,498",55.1,"492,070",9.7
2020,May,Hawaii,"526,353",46.7,"138,223",20.8
2020,May,Idaho,"816,989",57.6,"80,887",9
2020,May,Illinois,"5,388,506",53.1,"927,050",14.7
2020,May,Indiana,"2,897,837",54.7,"410,085",12.4
2020,May,Iowa,"1,522,041",60.9,"137,177",8.3
2020,May,Kansas,"1,362,384",60.5,"139,305",9.3
2020,May,Kentucky,"1,798,634",51,"264,429",12.8
2020,May,Louisiana,"1,783,841",49.6,"248,328",12.2
2020,May,Maine,"607,630",53.9,"63,272",9.4
2020,May,Maryland,"2,929,783",60.1,"283,480",8.8
2020,May,Massachusetts,"3,149,808",54.8,"576,940",15.5
2020,May,Michigan,"3,953,619",49,"934,788",19.1
2020,May,Minnesota,"2,762,590",61.6,"343,579",11.1
2020,May,Mississippi,"1,085,227",47.5,"136,488",11.2
2020,May,Missouri,"2,607,814",53.9,"272,676",9.5
2020,May,Montana,"493,917",57.1,"50,075",9.2
2020,May,Nebraska,"982,187",65.3,"66,136",6.3
2020,May,Nevada,"1,046,210",42.6,"342,936",24.7
2020,May,New Hampshire,"671,558",58.9,"89,298",11.7
2020,May,New Jersey,"3,885,849",52.5,"704,427",15.3
2020,May,New Mexico,"828,683",49.8,"84,579",9.3
2020,May,New York,"7,864,597",48.3,"1,569,673",16.6
2020,May,New York city,"3,093,828",43.5,"843,513",21.4
2020,May,North Carolina,"4,219,979",51.4,"551,646",11.6
2020,May,North Dakota,"378,775",63.6,"29,370",7.2
2020,May,Ohio,"4,951,605",53,"723,540",12.7
2020,May,Oklahoma,"1,653,490",54.5,"178,252",9.7
2020,May,Oregon,"1,852,579",53.9,"247,894",11.8
2020,May,Pennsylvania,"5,642,398",53.9,"837,526",12.9
2020,May,Rhode Island,"483,857",54,"87,823",15.4
2020,May,South Carolina,"2,114,319",52.1,"215,260",9.2
2020,May,South Dakota,"432,964",64.2,"30,592",6.6
2020,May,Tennessee,"2,872,078",52.6,"395,579",12.1
2020,May,Texas,"12,254,153",55.4,"1,614,044",11.6
2020,May,Utah,"1,514,093",62.6,"126,297",7.7
2020,May,Vermont,"307,409",57.4,"32,365",9.5
2020,May,Virginia,"3,870,146",57.2,"429,069",10
2020,May,Washington,"3,457,466",56.5,"524,754",13.2
2020,May,West Virginia,"679,637",47,"96,042",12.4
2020,May,Wisconsin,"2,772,923",58.9,"324,130",10.5
2020,May,Wyoming,"273,106",60.7,"26,026",8.7
2020,Jun,Alabama,"2,081,263",52.5,"195,239",8.6
2020,Jun,Alaska,"307,579",56.5,"39,690",11.4
2020,Jun,Arizona,"3,109,605",55,"335,659",9.7
2020,Jun,Arkansas,"1,237,706",52.8,"105,896",7.9
2020,Jun,California,"16,424,668",52.6,"2,626,144",13.8
2020,Jun,Los Angeles County,"4,083,519",50.7,"873,059",17.6
2020,Jun,Colorado,"2,776,808",60.5,"348,778",11.2
2020,Jun,Connecticut,"1,686,345",58,"217,963",11.4
2020,Jun,Delaware,"436,741",54.9,"64,164",12.8
2020,Jun,District of Columbia,"346,291",62.6,"32,417",8.6
2020,Jun,Florida,"8,872,185",50.7,"1,181,413",11.8
2020,Jun,Georgia,"4,584,799",55.2,"418,422",8.4
2020,Jun,Hawaii,"547,545",48.7,"115,791",17.5
2020,Jun,Idaho,"829,959",58.4,"67,049",7.5
2020,Jun,Illinois,"5,488,334",54.2,"800,531",12.7
2020,Jun,Indiana,"2,973,961",56.1,"340,540",10.3
2020,Jun,Iowa,"1,529,956",61.2,"109,184",6.7
2020,Jun,Kansas,"1,381,135",61.3,"111,510",7.5
2020,Jun,Kentucky,"1,830,109",51.8,"101,494",5.3
2020,Jun,Louisiana,"1,813,748",50.5,"223,705",11
2020,Jun,Maine,"613,304",54.4,"43,111",6.6
2020,Jun,Maryland,"2,938,058",60.3,"257,685",8.1
2020,Jun,Massachusetts,"3,230,811",56.3,"543,025",14.4
2020,Jun,Michigan,"4,290,779",53.2,"724,261",14.4
2020,Jun,Minnesota,"2,953,016",65.8,"279,164",8.6
2020,Jun,Mississippi,"1,108,177",48.6,"114,928",9.4
2020,Jun,Missouri,"2,741,260",56.6,"237,046",8
2020,Jun,Montana,"501,089",57.9,"41,446",7.6
2020,Jun,Nebraska,"989,776",65.7,"54,261",5.2
2020,Jun,Nevada,"1,215,366",49.4,"282,127",18.8
2020,Jun,New Hampshire,"685,970",60.2,"72,634",9.6
2020,Jun,New Jersey,"3,976,612",53.7,"669,339",14.4
2020,Jun,New Mexico,"832,754",50.1,"82,430",9
2020,Jun,New York,"8,235,435",50.7,"1,290,255",13.5
2020,Jun,New York city,"3,365,560",47.5,"695,723",17.1
2020,Jun,North Carolina,"4,310,991",52.5,"462,339",9.7
2020,Jun,North Dakota,"381,308",64,"25,976",6.4
2020,Jun,Ohio,"5,053,510",54.1,"626,289",11
2020,Jun,Oklahoma,"1,681,183",55.4,"150,707",8.2
2020,Jun,Oregon,"1,887,874",54.9,"213,337",10.2
2020,Jun,Pennsylvania,"5,744,837",54.9,"735,209",11.3
2020,Jun,Rhode Island,"495,567",55.3,"76,213",13.3
2020,Jun,South Carolina,"2,140,780",52.7,"181,815",7.8
2020,Jun,South Dakota,"437,146",64.8,"24,583",5.3
2020,Jun,Tennessee,"2,931,348",53.6,"330,728",10.1
2020,Jun,Texas,"12,471,138",56.3,"1,400,609",10.1
2020,Jun,Utah,"1,533,370",63.2,"105,314",6.4
2020,Jun,Vermont,"309,198",57.8,"26,225",7.8
2020,Jun,Virginia,"3,909,852",57.8,"379,799",8.9
2020,Jun,Washington,"3,489,700",57,"445,483",11.3
2020,Jun,West Virginia,"691,613",47.8,"81,219",10.5
2020,Jun,Wisconsin,"2,818,825",59.9,"267,918",8.7
2020,Jun,Wyoming,"273,390",60.7,"21,704",7.4
2020,Jul,Alabama,"2,115,495",53.3,"171,646",7.5
2020,Jul,Alaska,"311,229",57.1,"39,824",11.3
2020,Jul,Arizona,"3,156,864",55.7,"309,938",8.9
2020,Jul,Arkansas,"1,247,571",53.2,"98,244",7.3
2020,Jul,California,"16,573,188",53.1,"2,513,656",13.2
2020,Jul,Los Angeles County,"4,153,853",51.7,"899,084",17.8
2020,Jul,Colorado,"2,814,286",61.2,"193,994",6.4
2020,Jul,Connecticut,"1,690,355",58.1,"222,156",11.6
2020,Jul,Delaware,"444,327",55.8,"36,119",7.5
2020,Jul,District of Columbia,"346,885",63.4,"32,739",8.6
2020,Jul,Florida,"9,036,419",51.6,"1,208,909",11.8
2020,Jul,Georgia,"4,607,520",55.4,"382,027",7.7
2020,Jul,Hawaii,"567,057",50.4,"105,601",15.7
2020,Jul,Idaho,"842,379",59.1,"59,059",6.6
2020,Jul,Illinois,"5,591,846",55.2,"727,080",11.5
2020,Jul,Indiana,"3,046,011",57.4,"298,008",8.9
2020,Jul,Iowa,"1,543,550",61.7,"96,747",5.9
2020,Jul,Kansas,"1,399,039",62,"99,120",6.6
2020,Jul,Kentucky,"1,858,849",52.6,"113,686",5.8
2020,Jul,Louisiana,"1,845,482",51.3,"212,556",10.3
2020,Jul,Maine,"620,423",55,"41,720",6.3
2020,Jul,Maryland,"2,954,800",60.6,"249,657",7.8
2020,Jul,Massachusetts,"3,305,506",57.7,"479,861",12.7
2020,Jul,Michigan,"4,337,346",53.7,"616,610",12.4
2020,Jul,Minnesota,"2,956,335",65.8,"249,426",7.8
2020,Jul,Mississippi,"1,130,134",49.5,"102,681",8.3
2020,Jul,Missouri,"2,866,362",59.2,"220,959",7.2
2020,Jul,Montana,"507,997",58.6,"36,612",6.7
2020,Jul,Nebraska,"997,508",66.2,"47,990",4.6
2020,Jul,Nevada,"1,258,476",51.1,"250,870",16.6
2020,Jul,New Hampshire,"699,269",61.3,"62,749",8.2
2020,Jul,New Jersey,"4,064,793",55,"682,649",14.4
2020,Jul,New Mexico,"839,318",50.4,"82,935",9
2020,Jul,New York,"8,371,925",51.6,"1,194,523",12.5
2020,Jul,New York city,"3,411,805",48.3,"672,784",16.5
2020,Jul,North Carolina,"4,398,921",53.5,"414,872",8.6
2020,Jul,North Dakota,"384,428",64.6,"24,809",6.1
2020,Jul,Ohio,"5,154,558",55.2,"565,447",9.9
2020,Jul,Oklahoma,"1,707,089",56.2,"136,111",7.4
2020,Jul,Oregon,"1,921,869",55.8,"195,128",9.2
2020,Jul,Pennsylvania,"5,837,934",55.8,"684,372",10.5
2020,Jul,Rhode Island,"506,340",56.4,"69,629",12.1
2020,Jul,South Carolina,"2,168,435",53.3,"165,893",7.1
2020,Jul,South Dakota,"441,611",65.4,"21,912",4.7
2020,Jul,Tennessee,"2,989,704",54.6,"294,663",9
2020,Jul,Texas,"12,676,263",57.1,"1,296,457",9.3
2020,Jul,Utah,"1,552,744",63.9,"94,286",5.7
2020,Jul,Vermont,"311,911",58.3,"22,448",6.7
2020,Jul,Virginia,"3,960,823",58.5,"355,335",8.2
2020,Jul,Washington,"3,526,334",57.5,"399,917",10.2
2020,Jul,West Virginia,"702,689",48.6,"73,284",9.4
2020,Jul,Wisconsin,"2,861,968",60.8,"235,591",7.6
2020,Jul,Wyoming,"274,275",60.8,"20,194",6.9
2020,Aug,Alabama,"2,139,397",53.9,"144,864",6.3
2020,Aug,Alaska,"314,551",57.7,"26,036",7.6
2020,Aug,Arizona,"3,195,661",56.3,"276,498",8
2020,Aug,Arkansas,"1,255,201",53.5,"85,765",6.4
2020,Aug,California,"16,690,488",53.5,"2,252,905",11.9
2020,Aug,Los Angeles County,"4,208,026",52.4,"855,163",16.9
2020,Aug,Colorado,"2,845,904",61.9,"187,963",6.2
2020,Aug,Connecticut,"1,692,382",58.1,"178,810",9.6
2020,Aug,Delaware,"450,669",56.5,"35,828",7.4
2020,Aug,District of Columbia,"347,532",63.5,"31,968",8.4
2020,Aug,Florida,"9,169,747",52.3,"892,631",8.9
2020,Aug,Georgia,"4,624,993",55.6,"336,313",6.8
2020,Aug,Hawaii,"582,177",51.8,"88,219",13.2
2020,Aug,Idaho,"852,733",59.7,"49,061",5.4
2020,Aug,Illinois,"5,669,653",56,"619,004",9.8
2020,Aug,Indiana,"3,103,740",58.5,"242,548",7.2
2020,Aug,Iowa,"1,557,213",62.3,"83,394",5.1
2020,Aug,Kansas,"1,413,802",62.7,"85,653",5.7
2020,Aug,Kentucky,"1,879,633",53.2,"103,125",5.2
2020,Aug,Louisiana,"1,870,435",52.1,"187,834",9.1
2020,Aug,Maine,"626,773",55.5,"27,383",4.2
2020,Aug,Maryland,"2,966,070",60.8,"228,397",7.1
2020,Aug,Massachusetts,"3,363,172",58.7,"397,742",10.6
2020,Aug,Michigan,"4,398,167",54.5,"480,862",9.9
2020,Aug,Minnesota,"2,960,150",65.9,"214,323",6.8
2020,Aug,Mississippi,"1,145,687",50.2,"92,446",7.5
2020,Aug,Missouri,"2,876,654",59.4,"198,094",6.4
2020,Aug,Montana,"513,561",59.2,"30,802",5.7
2020,Aug,Nebraska,"1,004,069",66.6,"41,180",3.9
2020,Aug,Nevada,"1,290,350",52.3,"209,136",13.9
2020,Aug,New Hampshire,"709,384",62.1,"50,602",6.7
2020,Aug,New Jersey,"4,135,248",55.9,"633,503",13.3
2020,Aug,New Mexico,"845,017",50.7,"79,661",8.6
2020,Aug,New York,"8,478,569",52.3,"1,027,638",10.8
2020,Aug,New York city,"3,448,352",48.9,"598,880",14.8
2020,Aug,North Carolina,"4,465,810",54.3,"350,388",7.3
2020,Aug,North Dakota,"386,978",65,"22,836",5.6
2020,Aug,Ohio,"5,237,607",56.1,"482,424",8.4
2020,Aug,Oklahoma,"1,727,209",56.8,"117,361",6.4
2020,Aug,Oregon,"1,949,821",56.6,"168,533",8
2020,Aug,Pennsylvania,"5,907,954",56.5,"610,308",9.4
2020,Aug,Rhode Island,"514,640",57.3,"58,226",10.2
2020,Aug,South Carolina,"2,192,526",53.9,"145,434",6.2
2020,Aug,South Dakota,"445,206",65.8,"18,998",4.1
2020,Aug,Tennessee,"3,038,735",55.5,"251,827",7.7
2020,Aug,Texas,"12,843,548",57.8,"1,128,989",8.1
2020,Aug,Utah,"1,569,610",64.5,"80,291",4.9
2020,Aug,Vermont,"314,045",58.6,"18,494",5.6
2020,Aug,Virginia,"4,003,555",59.1,"313,893",7.3
2020,Aug,Washington,"3,555,651",58,"338,805",8.7
2020,Aug,West Virginia,"711,247",49.2,"63,719",8.2
2020,Aug,Wisconsin,"2,896,215",61.5,"194,027",6.3
2020,Aug,Wyoming,"275,244",61,"18,251",6.2
2020,Sep,Alabama,"2,155,822",54.2,"135,325",5.9
2020,Sep,Alaska,"317,723",58.3,"26,113",7.6
2020,Sep,Arizona,"3,227,770",56.8,"264,193",7.6
2020,Sep,Arkansas,"1,261,375",53.7,"80,474",6
2020,Sep,California,"16,820,909",53.9,"1,866,909",10
2020,Sep,Los Angeles County,"4,264,717",53.2,"533,020",11.1
2020,Sep,Colorado,"2,874,030",62.4,"194,682",6.3
2020,Sep,Connecticut,"1,695,666",58.2,"163,657",8.8
2020,Sep,Delaware,"455,749",57.1,"37,348",7.6
2020,Sep,District of Columbia,"348,264",63.6,"32,010",8.4
2020,Sep,Florida,"9,288,710",52.9,"821,377",8.1
2020,Sep,Georgia,"4,643,127",55.7,"314,681",6.3
2020,Sep,Hawaii,"537,055",47.7,"83,619",13.5
2020,Sep,Idaho,"861,401",60.1,"44,992",5
2020,Sep,Illinois,"5,737,579",56.7,"576,517",9.1
2020,Sep,Indiana,"3,150,234",59.3,"218,227",6.5
2020,Sep,Iowa,"1,570,921",62.8,"78,314",4.7
2020,Sep,Kansas,"1,425,583",63.2,"79,677",5.3
2020,Sep,Kentucky,"1,895,562",53.7,"100,686",5
2020,Sep,Louisiana,"1,890,833",52.6,"180,175",8.7
2020,Sep,Maine,"633,107",56,"26,840",4.1
2020,Sep,Maryland,"2,976,517",61,"225,594",7
2020,Sep,Massachusetts,"3,410,540",59.5,"377,001",10
2020,Sep,Michigan,"4,440,420",55,"425,733",8.7
2020,Sep,Minnesota,"2,960,112",65.9,"195,644",6.2
2020,Sep,Mississippi,"1,158,965",50.8,"89,053",7.1
2020,Sep,Missouri,"2,886,145",59.6,"183,780",6
2020,Sep,Montana,"517,783",59.5,"28,475",5.2
2020,Sep,Nebraska,"1,008,990",66.9,"37,668",3.6
2020,Sep,Nevada,"1,317,662",53.3,"192,873",12.8
2020,Sep,New Hampshire,"717,357",62.8,"46,006",6
2020,Sep,New Jersey,"4,196,699",56.7,"335,768",7.4
2020,Sep,New Mexico,"850,398",51,"81,059",8.7
2020,Sep,New York,"8,571,168",52.9,"967,867",10.1
2020,Sep,New York city,"3,486,351",49.6,"581,491",14.3
2020,Sep,North Carolina,"4,520,209",54.8,"322,814",6.7
2020,Sep,North Dakota,"388,907",65.3,"21,652",5.3
2020,Sep,Ohio,"5,308,133",56.8,"443,034",7.7
2020,Sep,Oklahoma,"1,742,520",57.2,"110,955",6
2020,Sep,Oregon,"1,971,569",57.2,"160,112",7.5
2020,Sep,Pennsylvania,"5,959,347",56.9,"577,551",8.8
2020,Sep,Rhode Island,"521,326",58.1,"56,182",9.7
2020,Sep,South Carolina,"2,212,299",54.3,"136,177",5.8
2020,Sep,South Dakota,"448,197",66.2,"17,696",3.8
2020,Sep,Tennessee,"3,082,636",56.2,"237,068",7.1
2020,Sep,Texas,"12,982,569",58.3,"1,082,014",7.7
2020,Sep,Utah,"1,583,895",64.9,"75,041",4.5
2020,Sep,Vermont,"316,045",58.9,"16,490",5
2020,Sep,Virginia,"4,041,654",59.6,"285,769",6.6
2020,Sep,Washington,"3,582,957",58.4,"312,035",8
2020,Sep,West Virginia,"717,974",49.7,"58,957",7.6
2020,Sep,Wisconsin,"2,923,474",62,"178,271",5.7
2020,Sep,Wyoming,"276,031",61.1,"17,293",5.9
2020,Oct,Alabama,"2,164,082",54.4,"120,015",5.3
2020,Oct,Alaska,"320,002",58.7,"25,208",7.3
2020,Oct,Arizona,"3,249,938",57.1,"246,319",7
2020,Oct,Arkansas,"1,264,320",53.8,"73,157",5.5
2020,Oct,California,"16,903,156",54.2,"1,738,494",9.3
2020,Oct,Los Angeles County,"4,302,069",53.7,"523,512",10.8
2020,Oct,Colorado,"2,892,718",62.8,"191,551",6.2
2020,Oct,Connecticut,"1,694,777",58.1,"144,563",7.9
2020,Oct,Delaware,"459,010",57.4,"24,988",5.2
2020,Oct,District of Columbia,"348,234",63.6,"30,740",8.1
2020,Oct,Florida,"9,375,745",53.3,"721,269",7.1
2020,Oct,Georgia,"4,916,541",59,"288,266",5.5
2020,Oct,Hawaii,"568,155",50.5,"73,489",11.5
2020,Oct,Idaho,"867,473",60.3,"40,155",4.4
2020,Oct,Illinois,"5,778,297",57.1,"519,006",8.2
2020,Oct,Indiana,"3,179,289",59.8,"189,486",5.6
2020,Oct,Iowa,"1,581,343",63.2,"72,332",4.4
2020,Oct,Kansas,"1,433,411",63.5,"71,798",4.8
2020,Oct,Kentucky,"1,904,310",53.9,"97,011",4.8
2020,Oct,Louisiana,"1,903,175",53,"164,491",8
2020,Oct,Maine,"637,880",56.3,"25,509",3.8
2020,Oct,Maryland,"2,978,137",61,"213,457",6.7
2020,Oct,Massachusetts,"3,440,360",60,"327,709",8.7
2020,Oct,Michigan,"4,458,887",55.2,"363,671",7.5
2020,Oct,Minnesota,"2,953,373",65.7,"172,136",5.5
2020,Oct,Mississippi,"1,166,615",51.1,"85,805",6.9
2020,Oct,Missouri,"2,891,763",59.6,"166,405",5.4
2020,Oct,Montana,"520,206",59.7,"25,416",4.7
2020,Oct,Nebraska,"1,011,756",67.1,"34,162",3.3
2020,Oct,Nevada,"1,336,719",54,"168,561",11.2
2020,Oct,New Hampshire,"722,080",63.1,"39,614",5.2
2020,Oct,New Jersey,"4,239,295",57.3,"323,976",7.1
